ORDER_ID,PRODUCT_ID,USER_ID,PRODUCT_DESCRIPTION,ORDER_DATE,SHIPPING_DATE,DELIVERY_DATE,AMOUNT,STATUS,DELIVERY_PARTNER_NO
88,19074790.0,23,"This co-ord set consists of Top and Palazzos Green and pink printed Top ,has a round neck, three-quarter sleeves Green and pink printed Palazzos ,has a slip-on closureViscose rayon Hand WashThe model (height 5'8) is wearing a size S",2025-09-26,2025-09-27,2025-09-29,3850.0,delivered,4582721482
89,14929672.0,58,"Pink woven cargos Regular fit Mid-rise Length:  cropped Pattern: solid Flat-front, with no pleats design Feature:  plain 4 pockets Cotton Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28",2025-09-25,2025-09-26,2025-09-30,4097.0,shipped,8300643295
90,13919062.0,62,"Designed aesthetically, this saree is sure to elevate your style quotient. Designed with a solid pattern and lovely sequinned design, it is made from poly-crepe fabric to add to the elegance. Deep maroon solid saree Stylish solid pattern Poly-crepe blouse piece Poly-crepe, dry clean The saree comes with an unstitched blouse piece The blouse worn by the model could be for modelling purpose only, please check the image of the actual blouse piece Trend Alert Ruffles and flounces originated in 15th century Germany and they still make a strong fashion statement with their frilly designs. Right from free-flowing frills and dramatic flounces to structured ruffles, this trend lends any ensemble a chic touch, a dash of flair, and an elegant air.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree fabric:  Poly Crepe Blouse fabric:  Poly Crepe Dry clean",2025-09-25,2025-09-26,2025-09-28,3117.0,ordered,8974162217
91,18620404.0,49,"Light shade,  light fade blue jeans Skinny fit,  high-rise Clean look Non stretchable 5 pocket Length: cropped Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28 Machine wash",2025-09-26,2025-09-27,2025-10-03,4141.0,packed,4428873587
92,18416332.0,65,"Both smart and stylish, these mod trousers are a perfect go-to for a casual evening out. Enhance your look with these conversational print trousers that come with an alluring high-rise waist. Black shade Attractive conversational print High-rise waist Loose fit Polyester, machine wash Trend Alert Perfect for an off-duty look, vacay attires include interesting details, such as tiering, ballooning, oversized, smocking, and robe-like silhouettes. They are designed in charming prints, like horticool, floral, Nu Boheme, Hometime Heroes, and so on.Polyester Machine WashBrand Fit: Relaxed Fit: Loose Fit Size worn by the model: 28 Waist: 28"" Hips: 38"" Height: 5'8""",2025-10-19,2025-10-21,2025-10-25,4342.0,ordered,6922457919
93,13489602.0,37,"Black and Red self-design mid-rise Cropped Cigarettetrousers, concelaed zip and button closureMaterial: Cotton Hand WashSmart Slim Fit The model (height 5'8"") is wearing a size 28",2025-09-27,2025-09-30,2025-10-03,2778.0,out for delivery,4162079444
94,16043950.0,57,"Black printed sweatshirt has a hooded,  long sleeves,  closure, straight hemThe model (height 5'8) is wearing a size S60% Cotton,40% Polyester Machine Wash",2025-10-06,2025-10-07,2025-10-12,980.0,out for delivery,7817068149
95,15844208.0,52,"White, mustard yellow and green striped longline cardigan ,has a shawl collar, long sleeves, straight hemPolyester Dry-CleanThe model (height 5'8) is wearing a size S",2025-09-23,2025-09-26,2025-10-02,3103.0,packed,9214387175
96,11105132.0,77,"Navy Blue solid jacket, has a stand collar, 2 pockets, button closure, long sleeves, straight hem, and unlinedMaterial: 98% Cotton and 2 % Elastane Machine WashThe model (height 5'8"") is wearing a size S",2025-10-11,2025-10-13,2025-10-19,2264.0,out for delivery,5248127572
97,15136108.0,28,"Beige solid mid-rise sports shorts, has elasticated waistband with slip on closure95% viscose, 5% elastane Regular machine wash",2025-09-23,2025-09-26,2025-10-01,3278.0,shipped,4712597569
98,17929568.0,57,"Light shade,  light fade blue jeans Tapered fit,  high-rise Clean look Non stretchable 2 pocket Length: regular Fit: Tapered Fit Non Stretchable The model (height 5'8) is wearing a size 2870% Cotton 30% Polyester, Normal Wash Machine Wash",2025-10-18,2025-10-20,2025-10-27,1215.0,shipped,7085479816
99,15918540.0,18,Brown woven trousers Straight fit High-rise Length:  three-fourth length Pattern: solid Pleated design Feature:  plain 2 pockets 100% Cotton Machine WashFit: Straight Fit The model (height 5'8) is wearing a size 28,2025-09-23,2025-09-25,2025-09-28,3427.0,shipped,2023529526
100,15876464.0,32,"Blue woven trousers Tapered fit Mid-rise Length: cropped Pattern: ikat printed Flat-front, with no pleats design Feature: plain 2 pockets Fit: Tapered Fit The model (height 5'8) is wearing a size 28Cotton Hand wash separately in cold water with mild/liquid detergents recommended Do not bleach Do not wring Do not iron on embellishments Iron on reverse. Dry in shade",2025-10-11,2025-10-14,2025-10-18,4150.0,out for delivery,1010138962
101,15107870.0,9,"Blue regular a-line top Ethnic motifs print Round neck,  short,  regular sleeves Woven crepe Button closure The model (height 5'8) is wearing a size SPolyester Machine wash",2025-10-12,2025-10-14,2025-10-19,2984.0,packed,4794253701
102,19127106.0,12,"Brown self design pullover ,has a turtle neck,  long sleeves,  ribbed hemThe model (height 5'8) is wearing a size SAcrylic Machine Wash",2025-09-29,2025-09-30,2025-10-07,526.0,shipped,3673307762
103,14016110.0,69,Orange aari embroidered DupattaLength: 2.5 m Width: 38 cmMaterial: Net Hand Wash,2025-10-03,2025-10-05,2025-10-08,2140.0,ordered,6337298667
104,15921728.0,21,"Maroon and white regular a-line top Floral embroidered V-neck,  three-quarter,  flared sleeve sleeves Embroidered detail Woven Button closure Material: Viscose Rayon; Machine WashThe model (height 5'8) is wearing a size S",2025-10-04,2025-10-07,2025-10-13,721.0,ordered,5142030242
105,19274798.0,50,"Fuchsia pink solid tiered mini skirt,  has an elasticated waistband with slip-on closure and flared hem Regular Fit Polyester Hand Wash Machine Wash",2025-10-06,2025-10-07,2025-10-13,4000.0,delivered,9206182305
106,17910868.0,19,"Navy blue and gold-toned woven design lehenga choli with dupatta,  zari Navy blue and gold-toned woven design unstitched blouse,  sleeveless,  navy blue and gold-toned woven design ready to wear lehenga, has drawstring closure, flared hem Navy blue and gold-toned solid dupatta,  taping borderThe model ( 5'7 ) is wearing onesize Dupatta length : 2.2 m Dupatta Width: 0.9 mBlouse fabric: Art Silk Lehenga fabric: Art Silk Lehenga lining fabric: Cotton Dupatta fabric: Net Dry clean",2025-10-17,2025-10-18,2025-10-24,2202.0,out for delivery,9314753485
107,16713198.0,6,"Embrace yourself with a beautiful smile and an enchanting outfit like this kurta set. This set comprises beautiful three-quarter regular sleeves and matching calf length for a cosy feel. Kurta: Beautiful grey tone Gorgeous tie-up neck Three-quarter regular sleeves Calf length Trend Alert Often accentuated with contrast-coloured finishes comprising sequins, thread or metallic embroidery, scalloped edges are beautiful details that can be placed on sleeves, hemlines, shoulder straps, etc. to enhance the ensemble. They can be featured on floral, embellished, polka dots, embroidered, and other prints and patterns to lend a classy look. Machine Wash The model (height 5'8) is wearing a size S",2025-09-29,2025-10-02,2025-10-07,1523.0,packed,6514826974
108,15363982.0,11,Design Details Off white kasavu saree Ethnic motifs printed saree with solid border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric:  Pure Cotton Blouse fabric:  Pure Cotton Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),2025-10-12,2025-10-14,2025-10-19,3173.0,out for delivery,5587363137
109,15878996.0,65,"Olive green printed sweatshirt has a round neck,  long sleeves,  closure, ribbed hemThe model (height 5'8) is wearing a size S100 %cotton Machine wash",2025-10-07,2025-10-08,2025-10-13,2451.0,shipped,4538705877
110,18381486.0,68,"Green woven trousers Regular fit Brand Fit: comfort Mid-rise Length:  cropped Pattern: camouflage printed Flat-front, with no pleats design Feature:  plain 4 pockets Brand Fit: Comfort Fit: Regular Fit The model (height 5'8) is wearing a size 28 Machine Wash",2025-10-17,2025-10-18,2025-10-25,4874.0,packed,3532142839
111,10428818.0,4,"A pair of Off-white solid woven wide leg fit Palazzos, opaque, 2 pockets, and slip-on closureThe model (height 5'8"") is wearing a size 28Viscose Rayon Hand-wash",2025-10-01,2025-10-03,2025-10-07,996.0,packed,6231688927
112,14280624.0,68,"The HRX Women's Athleisure Sweatshirt is uber comfortable and pairs well with just about everything in your wardrobe. The Rapid Dry and Anti Microbial technology fights sweat and body odor while the colourblock design detail makes a sporty style statement. Features Athleisure sweatshirt Rapid Dry Technology wicks sweat & makes the fabric dry fast. Anti-Microbial technology keeps odor-causing microbes away. Pullover Neck: Round Neck Design Specifics: Colourblock Color: Medieval Blue Sleeve: Full Sleeves Length: Regular length Fit: Regular fit The model (height 5'8"") is wearing a size MFabric: 100% Polyester Machine Wash",2025-10-07,2025-10-08,2025-10-13,1371.0,shipped,4007939107
113,13350342.0,43,"This clothing set consists of top and skirt White embellished top, has a off-shoulder, three-quarter sleeves, and tei-up detailing White solid skirt, has a button closureTop fabric: 100% cotton Bottom fabric: 100% cotton Hand-washThe model (height 5'8"") is wearing a size S",2025-10-02,2025-10-05,2025-10-12,2262.0,packed,9299604260
114,15808492.0,76,"Fulfill your summer fantasy with this chic jumpsuit. You're sure to look smart in this jumpsuit, which sports a round neck and sleeveless design. Charming maroon colour Classic solid pattern Round neck Sleeveless Polyester, machine wash Trend Alert Bling and sparkly refer to clothing or accessories crafted from metal or bedecked with glittering sequins, precious or semi-precious stones, and other flashy embellishments. Flaunt any item with bling to add a touch of glam to your ensemble.The model (height 5'8) is wearing a size S96% Polyester, 4% Elastane Hand Wash",2025-09-30,2025-10-02,2025-10-07,1219.0,out for delivery,9201806989
115,15836916.0,49,"Green washed tailored jacket with faux fur trim, has a spread collar, 2 pockets ,has a button closure, three-quarter sleeves, straight hemline, cotton lining Material: Polyester; Machine Wash The model (height 5'8) is wearing a size S",2025-09-29,2025-09-30,2025-10-06,3194.0,shipped,4363733078
116,13791800.0,14,"Colour: magenta crop regular top Printed Woven Round neck Sleeveless , no sleeves sleeves Trend story New basics Fashion trends come and go, but a few manage to break the cycle and earn wardrobe-essential status. A basic, if you will. New Basics resurface year after year, and outfits wouldnt be the same without them. These pieces are tried-and-true wardrobe staples and act as the foundation to every good look. Fabric Story Polyester : Polyester is the ?wonder fiber? of the 20th century, and makes for comfy durable garments with excellent elasticity. It?s resistance to water-based stains and quick drying properties make it ideal for outdoor clothing. Care For Me: Follow the fabric care label. warm machine wash is recommended.can be tumble dried in a cool setting.prevent static build-up by drying while damp. use low heat to iron.The model (height 5'8) is wearing a size SPolyester , Machine wash",2025-10-05,2025-10-08,2025-10-14,1395.0,packed,4648539292
117,18637088.0,60,"Pink and white checked mini skirt, pleated flared hem, zip closure100% Cotton Machine Wash dark colour separately do not bleach warm iron if neededRegular fit The model (height 5'8'') is wearing size 28",2025-10-19,2025-10-21,2025-10-24,4836.0,shipped,7618406995
118,18977844.0,39,"Lavender-colored and black striped pencil knee-length skirt, has an elasticated waistband with slip-on closure, and a curved hem Polyester Machine-wash The model (height 5'8"") is wearing size 30",2025-09-22,2025-09-23,2025-09-29,1254.0,out for delivery,4859754673
119,13845606.0,27,"Red and off-white printed straight kurti, has a round neck, three-quarter sleeves, side slits, and a high-low hem100% Cotton Hand-washThe model (height 5'8"") is wearing a size S",2025-10-11,2025-10-14,2025-10-19,4673.0,ordered,4495070188
120,16389134.0,5,"Green and pink floral printed playsuit with waist tie-ups ,has a v-neck, long sleevesPolyester Machine WashThe model (height 5'8) is wearing a size S",2025-10-17,2025-10-20,2025-10-26,2928.0,packed,5765956037
121,19322068.0,30,"Dark shade,  no fade black jeans Slim fit,  high-rise Brand Fit: smart Clean look Stretchable 2 pocket Length: cropped Brand Fit: Smart Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28 Hand wash or machine wash in cold water & mild detergent. Do not bleach. Do not tumble dry, line dry in shade. Wash dark colors seperately. Use iron on a low setting.",2025-10-03,2025-10-04,2025-10-10,2416.0,ordered,4137651820
122,17787820.0,35,"Pink solid a-line flared mini skirt, has gathers and pleats all over, partially elasticated waistband with slip-on and zip closure100% Polyester Machine-wash",2025-10-01,2025-10-04,2025-10-06,2606.0,ordered,8143688994
123,13955684.0,68,"Cream-color, blue and yellow printed flared maxi skirt, has a waistband with drawstring, and flared hem Viscose Rayon Hand Wash The model (height 5'7"", chest 34"" and waist 28"") is wearing a size 30",2025-09-27,2025-09-30,2025-10-03,556.0,shipped,6499678001
124,12774588.0,25,"Green and Pink ethnic motifs print knitted panelled A-line top, has a round neck, three-quarter sleeves, and button closureMaterial: Pure Cotton Machine WashRegular Fit The model (height 5'8"") is wearing a size S",2025-09-21,2025-09-22,2025-09-24,1523.0,shipped,2030618168
125,13646388.0,80,"Off-white and black printed flared maxi skirt, has a partially elasticated waistband with zip and hook and bar closure, flared hem and attached lining The model (height 5'8'') is wearing a size 28 Fabric Name: 60's Cambric Fabric Composition: 100% Cotton Care Instructions: Hand-Wash",2025-09-26,2025-09-27,2025-10-03,2738.0,delivered,4168589392
126,17003536.0,21,"A sure-fire way to infuse some glamour into your life, this top is a great pick. It is designed with a solid pattern and a keyhole neck to enhance your overall look. Black colour Classic solid pattern Keyhole neck Long regular sleeves Polyester, machine wash 95% Polyester , 5% Spendex Machine washThe model (height 5'8) is wearing a size S",2025-09-27,2025-09-28,2025-10-02,1604.0,shipped,4174041099
127,18243004.0,41,"This Co-Ord Set consists of Top and Trousers Charcoal Grey and maroon printed Top,has a round neck, short sleeves Maroon printed Trousers ,has a slip-on closureTop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash Size worn by the model: S Chest: 31"" Waist: 24"" Hips: 38"" Height: 5'8""",2025-09-25,2025-09-27,2025-10-03,4973.0,delivered,6241109406
128,16158684.0,59,"Green solid reversible padded jacket  with faux fur trim,  has a hooded,  2  pockets ,has a zip closure, long sleeves,  straight  hemline, polycotton  liningThe model (height 5'8) is wearing a size S100% Polyester machine wash",2025-09-29,2025-09-30,2025-10-05,3735.0,out for delivery,1433207042
129,17069286.0,8,"Grey embroidered lehenga choli with dupatta,  sequinned Grey embroidered unstitched blouse,  has a round neck,  sleeveless,  grey embroidered unstitched lehenga, has drawstring closure, flared hem Grey embellished dupatta,  taping border Lehenga Length : 41 inches, Lehenga Flare : 2.2 mtr, Dupatta Length : 2.3 mtr Lehenga Fabric: Net Blouse Fabric: Net Dupatta Fabric: Net Dry Clean",2025-10-05,2025-10-06,2025-10-11,3272.0,packed,4724301478
130,15406002.0,35,Navy blue and peach floral printed  maxi-length flared skirt has elasticated waistband with drawstring closure and flared hem The model is wearing a size 30 Viscose rayon Hand Wash,2025-10-09,2025-10-10,2025-10-16,2234.0,packed,1335284773
131,16774866.0,35,Grey knitted Peg trouser Slim fit Brand Fit: comfort High-rise Length: cropped Pattern: textured self-design Feature: plain 4 pockets Comes with a belt Brand Fit: Comfort Fit: Slim Fit The model (height 5'8) is wearing a size 2850% Rayon + 45% Nylon + 5% Spandex Follow the washcare label on garment. Use cold water with mild detergents when handwashing or opt for delicate setting when machine washing Always wash inside-out to preserve colour Never wring or tumble dry. Dry flat on a towel or hang on coat hangers Iron on the reverse side with medium heat,2025-09-27,2025-09-30,2025-10-05,2946.0,out for delivery,1098380973
132,15274292.0,15,"Rust orange woven parallel trousers Maternity Regular fit High-rise Length: regular Pattern: solid with slub effect Flat-front, with no pleats design Feature: Elasticated waistband Stretchable 2 pockets Composition: 55% polyamide, 45% viscose Machine washFit: Regular Fit The model (height 5'8) is wearing a size 28",2025-10-17,2025-10-19,2025-10-26,4598.0,ordered,7159090944
133,13710110.0,67,"Colour: white regular Top checked woven round neck three-quarter sleeves embroidered Fabric Story Pure cotton : The go-to Cotton needs no introduction. Its a cooler, softer, natural fabric that breathes. Most fabrics are pre-shrunk, which makes them highly durable. Easy to handle and care, is comfortable year-round.pure cotton , machine washThe model (height 5'8) is wearing a size S",2025-10-01,2025-10-02,2025-10-08,3046.0,delivered,9214349279
134,14319280.0,64,"Black printed two-piece, has a off-shoulder, short sleevesMaterial: Polyester Machine WashThe model (height 5'8'') is wearing a size S",2025-10-19,2025-10-22,2025-10-29,3828.0,delivered,5044741463
135,16709776.0,10,"Black knitted bootcut Straight fit Brand Fit: relaxed High-rise Length: regular Pattern: solid Flat-front, with no pleats design Feature: plain Brand Fit: Relaxed Fit: Straight Fit The model (height 5'8) is wearing a size 28100 % Polyester Machine wash",2025-09-25,2025-09-27,2025-10-04,2268.0,delivered,4880473019
136,18671926.0,67,"Turquoise blue and gold-toned semi-stitched dress material Turquoise blue and gold-toned kurta fabric Turquoise blue and gold-toned embroidered bottom fabric Turquoise blue and gold-toned embroidered dupatta, has Disclaimer: Images are for referral purposes only. The actual product is semi-stitched Hand Wash And Dry Clean Top fabric length: Bottom fabric length: Dupatta length: 2 metres (approx)",2025-10-09,2025-10-12,2025-10-16,3806.0,delivered,7985726755
137,16535026.0,40,"Magenta and gold-toned ethnic motifs woven design dupatta,  tasselled border Banarasi Silk Length: Width:",2025-10-14,2025-10-16,2025-10-23,1445.0,out for delivery,5689293799
138,18969452.0,80,"Medium shade,  light fade grey jeans Slim fit,  mid-rise Brand Fit: comfort Mildly distressed Stretchable 5 pocket Length: cropped Brand Fit: Comfort Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28 98% Cotton & 2% Lycra Machine wash, do not bleach, dry in shade, wash with similar colors",2025-10-05,2025-10-06,2025-10-11,4438.0,packed,6236730477
139,11581448.0,69,"Pink and green heart print playsuit with waist tie-ups, has a round neck, short sleeves, button closure and two pocketsThe model (height 5'8'') is wearing a size SMaterial: Cotton Blend Machine Wash",2025-10-17,2025-10-18,2025-10-22,1462.0,shipped,1339882440
140,18034350.0,75,"Olive green solid woven mini pencil skirt, has a waistband with zip closure with ring detail and straight hem Size worn by the model: UK-10 Waist: 24"" Hips: 34"" Height: 5'5'' Main: 100% Polyurethane Back: 95% polyester, 5% elastanem Machine wash",2025-09-20,2025-09-21,2025-09-27,949.0,packed,3252035134
141,19240174.0,45,"Colour: green Striped woven design Boat neck Long,  regular sleeves A-line shape with pleated style Sequinned detail Calf length with straight hem Knitted regular viscose rayon Hand Wash The model (height 5'8) is wearing a size S",2025-09-21,2025-09-24,2025-09-30,1444.0,shipped,9730051507
142,13676002.0,65,"Maroon printed Dupatta, has foil print technique, and has a printed borderMaterial: Cotton Silk Hand WashLength:  2.36 m Width: 1.04 m",2025-10-04,2025-10-07,2025-10-11,4301.0,packed,6581725624
143,15633514.0,1,"Khaki solid longline pullover, has a square neck, long cold-shoulder sleeves, ribbed hemThe model (height 5'8"") is wearing a size MPolyester Dry clean",2025-10-13,2025-10-16,2025-10-19,3741.0,packed,2429803390
144,1543826.0,30,"Maroon lace knitted regular fit top, has a round neck, short sleevesCotton Hand-washThe model (height 5'8'') is wearing a size XS",2025-10-09,2025-10-10,2025-10-12,2530.0,delivered,4687934743
145,16212020.0,36,"Medium shade, heavy fade blue jeans Skinny fit, mid-rise Low distress Stretchable 5 pocket Length: regular 82% Cotton, 17% Polyester, 1% Spandex Machine washFit: Skinny Fit Size worn by the model: 28 Waist: 24"" Hips: 35"" Height: 5'9""",2025-10-07,2025-10-09,2025-10-15,3703.0,delivered,1587187883
146,17469612.0,13,"Colour: maroon Floral embroidered Boat neck Three-quarter,  regular sleeves Straight shape with high slit style Calf length with straight hem Knitted and woven regular viscose rayon RAYON Machine washThe model (height 5'8) is wearing a size S",2025-09-22,2025-09-25,2025-09-27,4715.0,shipped,6164973280
147,14147982.0,16,"This clothing set consists of top and trousers Black solid top, has a V-neck, three-quarter sleeves Black solid trousers, has a slip-on closureTop fabric: Pure Cotton Bottom fabric: Pure Cotton Hand-washThe model (height 5'8"") is wearing a size 3XL",2025-09-28,2025-09-30,2025-10-07,4659.0,packed,1089232747
148,16835166.0,22,"Medium shade,  no fade grey jeans Wide leg,  mid-rise Clean look Stretchable 5 pocket Length: regular Comes with a belt Fit: Wide Leg Stretchable The model (height 5'8) is wearing a size 2899% Cotton , 1% Elastane Machine wash",2025-09-23,2025-09-25,2025-09-30,1032.0,shipped,1752224343
149,19254768.0,19,"Pink striped woven design dupatta zari,  fringed border Hand Wash Length : 2.4 Mtr Width : 90 Cms",2025-10-12,2025-10-15,2025-10-17,2418.0,ordered,5546298652
150,17876884.0,77,Design Details Navy blue banarasi saree Ethnic motifs woven design saree with woven design border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Pure silk Blouse fabric: Pure silk Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),2025-10-09,2025-10-11,2025-10-14,2717.0,ordered,9073038360
151,19190926.0,67,"This co-ord set consists of a top and a trouser off-white solid top, has a round neck, sleeveless and slip-on closure Black solid trouser, has a partially elasticated waistband with slip-on closure and slits at the bottom 100% Organic Cotton Machine Wash The model (height 5'8"") is wearing a size XL",2025-09-23,2025-09-26,2025-09-28,4317.0,shipped,9153786352
152,13697626.0,67,Colour: yellow regular top dobby Self design Woven cotton Round neck Short sleeves Gathered or pleated pure cotton hand washThe model (height 5'8) is wearing a size S,2025-09-22,2025-09-24,2025-09-28,1145.0,shipped,9882516982
153,18579616.0,53,Design Details Blue and white kota saree Ethnic motifs printed saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree & Bloues Fabric : Poly Cotton Care: Machine wash or Hand Wash,2025-10-14,2025-10-15,2025-10-20,2055.0,out for delivery,9885024691
154,16024712.0,24,"Suta Purple White Leheriya Saree. This saree is made by Suta Pvt. Ltd. It is made from Cotton Blend and finished in Purple Colour Pattern: LeheriyaCotton Blend 1. Hand wash separately in cold water and salt 2. Don't soak it in water for more than 5 minutes 3. Medium ironLength=5.5 Meters, Width= 1.2 Meters",2025-10-06,2025-10-07,2025-10-09,716.0,delivered,9518292089
155,15098958.0,34,"Red printed Kurta with Trousers & dupatta Kurta design: Bandhani printed A-line shape Regular style Round neck, three-quarter regular sleeves Calf length with straight hem Silk blend machine weave fabric Trousers design: Printed Trousers Partially elasticated waistband 1 pockets Drawstring closure Dupatta Design: Bandhani Printed Taped border The model (height 5'8) is wearing a size STop fabric:  Silk Blend Bottom fabric:  Silk Blend Dupatta fabric:  Art Silk Dry clean",2025-09-21,2025-09-22,2025-09-26,3465.0,delivered,1271846152
156,18446902.0,78,Women Blue Tie Dye Printed T-Shirt & JoggersMaterial & Care: 100% Cotton Machine wash.,2025-09-26,2025-09-29,2025-10-03,3020.0,packed,2286315554
157,16499970.0,32,"Blue solid sweatshirt has a hooded,  2 insert pocket pockets, long sleeves,  closure, ribbed hem Size worn by the model: S Chest: 33"" Height: 5'10"" Cotton Machine wash",2025-09-21,2025-09-22,2025-09-25,711.0,delivered,1483606685
158,17411538.0,68,Red woven parallel Flared High-rise Length:  cropped Pattern: solid self design Pleated design Feature:  plain 4 pockets Cotton Machine wash Fit: Flared The model (height 5'8) is wearing a size 28,2025-10-01,2025-10-02,2025-10-04,932.0,packed,2134311547
159,16215632.0,41,"Peach-coloured, beige and gold foil printed Kurta with Sharara with dupatta Kurta design: Floral foil printed Anarkali shape Pleated style Shoulder straps Zari detail Above knee length with flared hem Art silk machine weave fabric Sharara design: Foil printed Sharara Elasticated waistband Slip-on closure Dupatta design: Gotta patti striped dupatta Has taselled border Dupatta length: 2 m Dupatta width: 0.5 m The model (height 5'8) is wearing a size STop fabric: Art silk Bottom fabric: Art silk Dupatta fabric: Tissue Dry Clean",2025-09-27,2025-09-30,2025-10-04,1788.0,packed,3191567918
160,16614230.0,80,Grey yoke design Kurta with Sharara with dupatta Kurta design: Mirror work on yoke A-line shape Layered style Round neck Sleeveless Above knee length with flared hem Poly georgette machine weave fabric An attached lining Sharara design: Solid Sharara Partially elasticated waistband Slip-on closure An attached lining Dupatta design: Embroidered detail dupatta Kurta fabric: Poly Georgette Bottom fabric: Poly Georgette Dupatta fabric: Poly Georgette Dry-CleanThe model (height 5'8) is wearing a size S,2025-10-11,2025-10-13,2025-10-18,4852.0,ordered,1782906715
161,11089688.0,42,"Rust orange solid waterfall regular shrug, has three-quarter sleeves, asymmetric hemThe model (height 5'8'') is wearing a size SMaterial: Polyester Hand Wash",2025-10-15,2025-10-16,2025-10-18,3524.0,delivered,4960563001
162,16896084.0,48,Pack Of 2 flared ethnic palazzos Navy blue and turquoise blue woven palazzos Ethnic motifs embroidered Sheer with half lining Flared fit Elasticated waistband Length: regular Woven viscose rayon fabric Flared fit The model (height 5'8) is wearing a size SRayon Machine Wash,2025-09-21,2025-09-22,2025-09-25,3347.0,out for delivery,2233334922
163,13596472.0,10,"Off-White and green printed kurta with palazzos Off-White and green straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slits Off-White and green  Printed palazzos, has elasticated waistband, drawstring closureTop fabric: Pure Cotton Bottom fabric: Pure Cotton Hand-washThe model (height 5'8"") is wearing a size S",2025-09-24,2025-09-25,2025-09-30,3986.0,packed,6354884569
164,7161750.0,29,"Off-White solid mid-rise trousers, has a hook and bar closure, one pocketViscose Rayon Hand-washRegular Fit The model (height 5'8"") is wearing a size 28",2025-10-09,2025-10-10,2025-10-16,1023.0,shipped,1715847345
165,18770032.0,32,"Black knitted trousers Regular fit High-rise Length:  regular Pattern: solid Flat-front, with no pleats design Feature:  plain 100% Polyester Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28",2025-09-22,2025-09-24,2025-09-26,3102.0,out for delivery,3974785405
166,19110268.0,49,"Pink solid basic jumpsuit with waist tie-ups ,has a mandarin collar,  short sleeves,  2 pockets( Cotton Twill ) Hand WashThe model (height 5'8) is wearing a size S",2025-09-29,2025-10-01,2025-10-06,729.0,out for delivery,8865750216
167,14905990.0,53,Design Details Taupe and red saree Floral printed saree with zari border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.11 metresSaree fabric:  Organza Blouse fabric:  Satin Hand wash,2025-09-22,2025-09-24,2025-10-01,885.0,out for delivery,1042778781
168,15768882.0,61,"Black solid insulator parka  with faux fur trim,  has a hooded,  3  pockets ,has a zip closure, long sleeves,  curved  hemline, polyester  liningOuter shell: Polyester Lining fabric: Polyester Machine washThe model (height 5'8) is wearing a size S",2025-10-08,2025-10-11,2025-10-17,4173.0,ordered,8201066651
169,16989998.0,58,"Look casual yet chic in these trendy jeans. Designed with a relaxed fit and high-rise waist, these jeans are a good choice. Enchanting fuchsia shade Relaxed fit High-rise waist Cropped length Distressed Trend Alert Distress or distressed denim is a style of clothing that is given a deliberate, worn-out look through manufacturing processes. It could have cuts, cut-outs, or a scraped finish to give it a raw and broken-in appearance.Cotton Machine wash Fit: Relaxed Fit Non Stretchable The model (height 5'8) is wearing a size 28",2025-10-01,2025-10-03,2025-10-06,629.0,ordered,4773842421
170,15395382.0,28,"Maroon self design open front longline shrug ,has long sleeves,  straight hem Upgrade your winterwear wardrobe with theis warm and cozy shrug from Mafadeny.The model (height 5'8) is wearing a size S83% Viscose, 15% Nylon, 2% Elastane Hand wash",2025-10-18,2025-10-20,2025-10-23,4215.0,delivered,6631721483
171,16291288.0,45,"Pink lehenga choli, has block print technique and zari Green and yellow printed unstitched blouse, has a v-neck, long sleeves, pink and green printed semi-stitched lehenga, has drawstring closure, flared hemLehenga fabric: Poly Silk Blouse fabric: Poly Silk Lehenga Lining Fabric: Satin Dry Clean4 mtr Flair 1 mtr Blouse",2025-10-10,2025-10-11,2025-10-18,585.0,delivered,7591469114
